Région,Consommation (MW),TMoy (°C),TMin (°C),TMax (°C)
Normandie,191541.0,8.09,6.36,9.82
Hauts-de-France,330634.0,8.13,6.62,9.64
Grand Est,303475.0,6.01,3.81,8.2
Pays de la Loire,190746.0,9.85,8.5,11.2
Bretagne,162245.0,9.19,7.88,10.5
Nouvelle-Aquitaine,305062.0,8.86,6.1,11.61
Occitanie,276952.0,5.94,1.71,10.16
Auvergne-Rhône-Alpes,450909.0,5.54,1.36,9.72
Provence-Alpes-Côte d'Azur,273328.0,6.82,2.77,10.88
Île-de-France,544105.0,6.28,1.8,10.76
Centre-Val de Loire,150218.0,6.17,1.2,11.13
Bourgogne-Franche-Comté,161044.0,3.89,-0.22,8.0
Normandie,204081.0,6.76,2.34,11.18
Hauts-de-France,357533.0,5.54,1.3,9.78
Grand Est,333387.0,3.04,-0.1,6.17
Pays de la Loire,210913.0,7.43,3.0,11.85
Bretagne,169008.0,9.84,7.38,12.3
Nouvelle-Aquitaine,315710.0,9.1,5.46,12.74
Occitanie,279264.0,8.68,3.55,13.81
Auvergne-Rhône-Alpes,495364.0,3.03,-1.6,7.66
Provence-Alpes-Côte d'Azur,297047.0,6.39,0.42,12.37
Île-de-France,473889.0,3.76,-0.24,7.76
Centre-Val de Loire,133733.0,3.81,-0.8,8.42
Bourgogne-Franche-Comté,134796.0,4.24,-1.88,10.37
Normandie,190880.0,3.49,0.58,6.4
Hauts-de-France,323945.0,3.26,0.08,6.44
Grand Est,285513.0,2.85,-2.69,8.39
Pays de la Loire,183684.0,4.97,1.25,8.7
Bretagne,154382.0,4.82,1.88,7.78
Nouvelle-Aquitaine,284422.0,6.23,3.58,8.88
Occitanie,240710.0,7.45,4.72,10.17
Auvergne-Rhône-Alpes,430926.0,3.7,-0.85,8.26
Provence-Alpes-Côte d'Azur,268808.0,8.69,6.08,11.3
Île-de-France,461344.0,9.92,7.74,12.1
Centre-Val de Loire,127269.0,10.14,7.3,12.98
Bourgogne-Franche-Comté,137301.0,9.42,3.53,15.3
Normandie,183953.0,7.47,4.92,10.02
Hauts-de-France,323594.0,8.17,6.02,10.32
Grand Est,285794.0,9.5,4.91,14.09
Pays de la Loire,185084.0,9.9,6.85,12.95
Bretagne,152729.0,7.2,4.42,9.98
Nouvelle-Aquitaine,263914.0,11.43,6.21,16.66
Occitanie,243127.0,9.25,2.51,16.0
Auvergne-Rhône-Alpes,411830.0,8.2,1.05,15.35
Provence-Alpes-Côte d'Azur,257914.0,8.85,3.93,13.77
Île-de-France,649869.0,-4.3,-6.62,-1.98
Centre-Val de Loire,177040.0,-4.18,-7.25,-1.1
Bourgogne-Franche-Comté,189067.0,-5.57,-9.28,-1.85
Normandie,241438.0,-2.98,-5.76,-0.2
Hauts-de-France,396089.0,-3.35,-6.1,-0.6
Grand Est,368916.0,-6.18,-9.28,-3.09
Pays de la Loire,257934.0,-2.47,-5.7,0.75
Bretagne,208118.0,-1.85,-5.28,1.58
Nouvelle-Aquitaine,407672.0,-2.82,-6.74,1.1
Occitanie,341996.0,-2.4,-7.43,2.64
Auvergne-Rhône-Alpes,587953.0,-6.39,-10.5,-2.28
Provence-Alpes-Côte d'Azur,350492.0,-0.96,-4.15,2.23
Île-de-France,409106.0,11.82,3.04,20.6
Centre-Val de Loire,114570.0,11.58,0.65,22.5
Bourgogne-Franche-Comté,134399.0,10.53,0.1,20.97
Normandie,169910.0,10.61,1.86,19.36
Hauts-de-France,297236.0,10.35,3.58,17.12
Grand Est,279371.0,10.28,-0.19,20.75
Pays de la Loire,165061.0,12.38,2.55,22.2
Bretagne,135877.0,12.21,4.3,20.12
Nouvelle-Aquitaine,246812.0,14.5,4.48,24.53
Occitanie,219596.0,13.39,3.55,23.23
Auvergne-Rhône-Alpes,405372.0,9.96,0.03,19.89
Provence-Alpes-Côte d'Azur,244143.0,11.62,3.65,19.6
Île-de-France,499776.0,7.07,2.44,11.7
Centre-Val de Loire,143209.0,8.13,2.53,13.73
Bourgogne-Franche-Comté,148619.0,6.17,1.02,11.32
Normandie,199339.0,6.59,2.5,10.68
Hauts-de-France,346964.0,3.44,0.56,6.32
Grand Est,312178.0,4.64,0.45,8.84
Pays de la Loire,189379.0,9.15,5.05,13.25
Bretagne,156971.0,8.89,6.0,11.77
Nouvelle-Aquitaine,289664.0,10.31,6.43,14.19
Occitanie,255530.0,9.49,4.49,14.49
Auvergne-Rhône-Alpes,459298.0,4.91,-0.41,10.23
Provence-Alpes-Côte d'Azur,276847.0,5.82,1.2,10.43
Île-de-France,371429.0,6.68,2.34,11.02
Centre-Val de Loire,120602.0,6.13,0.95,11.32
Bourgogne-Franche-Comté,115947.0,7.25,3.17,11.33
Normandie,161588.0,5.58,0.12,11.04
Hauts-de-France,279891.0,5.21,0.78,9.64
Grand Est,243725.0,5.49,0.56,10.42
Pays de la Loire,155016.0,7.02,1.8,12.25
Bretagne,136609.0,6.35,0.82,11.88
Nouvelle-Aquitaine,247026.0,8.46,3.94,12.98
Occitanie,205493.0,10.4,5.76,15.04
Auvergne-Rhône-Alpes,356029.0,7.46,4.26,10.66
Provence-Alpes-Côte d'Azur,231916.0,9.62,5.27,13.97
Île-de-France,364219.0,10.21,6.38,14.04
Centre-Val de Loire,98097.0,10.03,6.42,13.65
Bourgogne-Franche-Comté,107427.0,9.32,6.18,12.47
Normandie,156562.0,9.16,5.74,12.58
Hauts-de-France,261892.0,9.41,5.74,13.08
Grand Est,226714.0,9.35,6.24,12.46
Pays de la Loire,138318.0,10.3,6.7,13.9
Bretagne,124140.0,9.26,6.05,12.48
Nouvelle-Aquitaine,215148.0,10.87,6.68,15.06
Occitanie,188033.0,10.75,6.89,14.61
Auvergne-Rhône-Alpes,342888.0,9.05,5.61,12.49
Provence-Alpes-Côte d'Azur,228647.0,9.33,6.22,12.43
Île-de-France,381556.0,12.22,5.86,18.58
Centre-Val de Loire,100523.0,12.08,4.33,19.83
Bourgogne-Franche-Comté,116101.0,11.3,2.48,20.12
Normandie,151734.0,11.38,5.06,17.7
Hauts-de-France,276165.0,10.97,3.94,18.0
Grand Est,248087.0,9.99,1.19,18.8
Pays de la Loire,152064.0,13.2,6.3,20.1
Bretagne,123171.0,12.51,5.48,19.55
Nouvelle-Aquitaine,240223.0,13.06,6.92,19.2
Occitanie,209566.0,12.24,6.72,17.75
Auvergne-Rhône-Alpes,370208.0,10.46,2.6,18.33
Provence-Alpes-Côte d'Azur,218937.0,11.82,6.03,17.6
Île-de-France,459871.0,9.19,5.02,13.36
Centre-Val de Loire,122823.0,9.65,5.05,14.25
Bourgogne-Franche-Comté,144070.0,6.52,2.48,10.55
Normandie,177973.0,8.79,4.88,12.7
Hauts-de-France,316301.0,6.9,3.32,10.48
Grand Est,301233.0,6.44,2.52,10.36
Pays de la Loire,175214.0,11.4,7.35,15.45
Bretagne,144765.0,11.08,8.05,14.1
Nouvelle-Aquitaine,291387.0,9.54,6.64,12.44
Occitanie,260272.0,8.97,4.58,13.35
Auvergne-Rhône-Alpes,434574.0,7.36,3.31,11.42
Provence-Alpes-Côte d'Azur,251648.0,11.16,6.97,15.35
Île-de-France,426982.0,8.34,3.32,13.36
Centre-Val de Loire,116534.0,7.47,0.92,14.02
Bourgogne-Franche-Comté,133069.0,6.81,-0.3,13.92
Normandie,170896.0,7.2,1.92,12.48
Hauts-de-France,293390.0,8.56,4.9,12.22
Grand Est,270895.0,6.96,0.91,13.01
Pays de la Loire,172346.0,7.65,0.7,14.6
Bretagne,138103.0,8.25,1.83,14.68
Nouvelle-Aquitaine,258275.0,8.59,1.82,15.36
Occitanie,214923.0,9.71,1.96,17.46
Auvergne-Rhône-Alpes,403780.0,6.8,-0.55,14.15
Provence-Alpes-Côte d'Azur,225018.0,10.09,3.25,16.93
Île-de-France,366564.0,7.68,1.78,13.58
Centre-Val de Loire,104129.0,6.68,-0.5,13.85
Bourgogne-Franche-Comté,104435.0,6.69,-0.38,13.77
Normandie,153855.0,6.27,0.58,11.96
Hauts-de-France,257878.0,6.73,1.32,12.14
Grand Est,214879.0,6.49,-0.76,13.75
Pays de la Loire,149283.0,7.0,-0.3,14.3
Bretagne,129681.0,7.14,1.42,12.85
Nouvelle-Aquitaine,233531.0,7.65,0.7,14.59
Occitanie,208711.0,8.55,1.82,15.29
Auvergne-Rhône-Alpes,329479.0,6.4,-0.35,13.14
Provence-Alpes-Côte d'Azur,228526.0,10.72,6.42,15.03
Île-de-France,381659.0,8.31,3.56,13.06
Centre-Val de Loire,99402.0,7.62,2.08,13.17
Bourgogne-Franche-Comté,106277.0,8.61,4.2,13.02
Normandie,154250.0,7.64,2.86,12.42
Hauts-de-France,267661.0,7.61,4.1,11.12
Grand Est,237570.0,8.14,4.64,11.64
Pays de la Loire,141996.0,8.3,2.45,14.15
Bretagne,129325.0,8.14,3.52,12.75
Nouvelle-Aquitaine,223690.0,9.08,3.22,14.94
Occitanie,182477.0,11.43,6.94,15.93
Auvergne-Rhône-Alpes,325378.0,8.48,4.23,12.74
Provence-Alpes-Côte d'Azur,201198.0,13.37,9.4,17.33
Île-de-France,446842.0,5.94,0.96,10.92
Centre-Val de Loire,117003.0,5.21,-1.62,12.03
Bourgogne-Franche-Comté,136053.0,5.69,-0.27,11.65
Normandie,180752.0,5.51,0.72,10.3
Hauts-de-France,313967.0,5.95,1.86,10.04
Grand Est,293393.0,5.14,0.47,9.81
Pays de la Loire,177348.0,5.75,-1.2,12.7
Bretagne,146249.0,5.84,0.85,10.82
Nouvelle-Aquitaine,253567.0,9.29,4.44,14.13
Occitanie,196417.0,11.38,7.65,15.11
Auvergne-Rhône-Alpes,387464.0,6.95,2.11,11.79
Provence-Alpes-Côte d'Azur,212836.0,12.43,7.67,17.2
Île-de-France,431290.0,6.33,1.28,11.38
Centre-Val de Loire,119339.0,5.69,-0.63,12.02
Bourgogne-Franche-Comté,133347.0,5.94,1.4,10.48
Normandie,170084.0,5.36,-0.08,10.8
Hauts-de-France,299557.0,5.81,0.58,11.04
Grand Est,278282.0,5.76,1.25,10.28
Pays de la Loire,170969.0,6.0,-1.1,13.1
Bretagne,131778.0,6.19,0.1,12.27
Nouvelle-Aquitaine,258921.0,6.85,0.47,13.23
Occitanie,216066.0,8.22,3.67,12.76
Auvergne-Rhône-Alpes,400967.0,5.5,1.9,9.09
Provence-Alpes-Côte d'Azur,221465.0,10.26,7.95,12.57
Île-de-France,332563.0,13.0,6.5,19.5
Centre-Val de Loire,89163.0,11.27,3.58,18.97
Bourgogne-Franche-Comté,111218.0,12.05,2.83,21.27
Normandie,139748.0,10.86,5.26,16.46
Hauts-de-France,259651.0,11.65,5.06,18.24
Grand Est,237023.0,12.08,3.18,20.98
Pays de la Loire,141899.0,11.18,5.4,16.95
Bretagne,116817.0,10.39,7.12,13.65
Nouvelle-Aquitaine,211167.0,11.28,5.04,17.52
Occitanie,172128.0,13.32,6.05,20.59
Auvergne-Rhône-Alpes,333768.0,13.7,3.31,24.08
Provence-Alpes-Côte d'Azur,188035.0,17.12,11.08,23.17
Île-de-France,316428.0,10.18,6.98,13.38
Centre-Val de Loire,89356.0,11.32,8.12,14.52
Bourgogne-Franche-Comté,102965.0,10.77,8.15,13.38
Normandie,134432.0,9.52,6.42,12.62
Hauts-de-France,248945.0,9.7,7.18,12.22
Grand Est,221200.0,9.87,6.4,13.34
Pays de la Loire,123386.0,11.95,8.95,14.95
Bretagne,108742.0,10.51,7.1,13.92
Nouvelle-Aquitaine,210376.0,12.22,9.55,14.88
Occitanie,183196.0,12.76,8.2,17.33
Auvergne-Rhône-Alpes,310404.0,11.12,7.4,14.85
Provence-Alpes-Côte d'Azur,197659.0,13.18,7.38,18.97
Île-de-France,274399.0,16.62,8.68,24.56
Centre-Val de Loire,80115.0,15.83,7.72,23.95
Bourgogne-Franche-Comté,95867.0,14.84,5.87,23.82
Normandie,115942.0,14.02,7.06,20.98
Hauts-de-France,214464.0,14.02,6.34,21.7
Grand Est,183415.0,14.6,5.26,23.94
Pays de la Loire,119894.0,14.98,9.3,20.65
Bretagne,98836.0,11.82,7.9,15.75
Nouvelle-Aquitaine,183705.0,14.79,11.63,17.96
Occitanie,158556.0,15.42,11.64,19.21
Auvergne-Rhône-Alpes,277244.0,15.02,8.76,21.27
Provence-Alpes-Côte d'Azur,169086.0,15.82,11.48,20.15
Île-de-France,344320.0,11.6,4.1,19.1
Centre-Val de Loire,93124.0,12.32,4.13,20.52
Bourgogne-Franche-Comté,107711.0,12.45,4.1,20.8
Normandie,143460.0,9.19,2.4,15.98
Hauts-de-France,258609.0,9.68,2.48,16.88
Grand Est,235928.0,10.24,1.38,19.1
Pays de la Loire,131946.0,13.22,5.55,20.9
Bretagne,114232.0,10.21,4.3,16.12
Nouvelle-Aquitaine,207279.0,14.44,9.66,19.23
Occitanie,186128.0,14.12,10.39,17.85
Auvergne-Rhône-Alpes,323655.0,14.51,8.55,20.48
Provence-Alpes-Côte d'Azur,202892.0,14.99,11.7,18.28
Île-de-France,340416.0,18.55,12.48,24.62
Centre-Val de Loire,81563.0,18.23,12.4,24.07
Bourgogne-Franche-Comté,100883.0,19.73,13.45,26.02
Normandie,125620.0,16.24,10.56,21.92
Hauts-de-France,249364.0,17.32,12.48,22.16
Grand Est,229000.0,19.03,13.13,24.93
Pays de la Loire,127502.0,17.27,10.3,24.25
Bretagne,103343.0,14.61,9.42,19.8
Nouvelle-Aquitaine,201247.0,19.1,13.14,25.06
Occitanie,166514.0,19.18,12.53,25.84
Auvergne-Rhône-Alpes,321137.0,19.55,11.56,27.53
Provence-Alpes-Côte d'Azur,182001.0,20.32,13.88,26.75
Île-de-France,292947.0,23.49,16.54,30.44
Centre-Val de Loire,70817.0,22.66,15.93,29.38
Bourgogne-Franche-Comté,87157.0,22.36,14.72,30.0
Normandie,115058.0,20.62,15.84,25.4
Hauts-de-France,220015.0,20.72,14.02,27.42
Grand Est,193433.0,21.31,11.4,31.22
Pays de la Loire,106546.0,22.88,16.7,29.05
Bretagne,85410.0,19.32,15.52,23.12
Nouvelle-Aquitaine,178919.0,22.64,15.89,29.4
Occitanie,154786.0,21.62,15.28,27.95
Auvergne-Rhône-Alpes,272598.0,22.08,14.82,29.35
Provence-Alpes-Côte d'Azur,182775.0,21.06,14.65,27.47
Île-de-France,289683.0,22.77,17.28,28.26
Centre-Val de Loire,67452.0,20.28,14.0,26.57
Bourgogne-Franche-Comté,83117.0,21.7,16.08,27.32
Normandie,104433.0,19.81,14.16,25.46
Hauts-de-France,207943.0,22.13,17.6,26.66
Grand Est,186178.0,21.52,15.28,27.76
Pays de la Loire,97138.0,19.42,14.2,24.65
Bretagne,78113.0,18.79,14.72,22.85
Nouvelle-Aquitaine,164106.0,18.63,14.29,22.97
Occitanie,146074.0,19.99,15.16,24.81
Auvergne-Rhône-Alpes,271811.0,20.75,15.92,25.57
Provence-Alpes-Côte d'Azur,170563.0,22.16,16.93,27.38
Île-de-France,325993.0,17.54,14.34,20.74
Centre-Val de Loire,83219.0,16.8,13.43,20.17
Bourgogne-Franche-Comté,104073.0,16.39,12.82,19.97
Normandie,130494.0,15.2,11.96,18.44
Hauts-de-France,241390.0,15.58,12.68,18.48
Grand Est,221410.0,15.92,11.49,20.36
Pays de la Loire,126028.0,17.65,13.7,21.6
Bretagne,103224.0,14.74,11.15,18.33
Nouvelle-Aquitaine,201940.0,15.69,12.64,18.73
Occitanie,171150.0,16.82,13.33,20.31
Auvergne-Rhône-Alpes,315305.0,16.03,12.2,19.85
Provence-Alpes-Côte d'Azur,187847.0,18.74,13.53,23.95
Île-de-France,291395.0,19.54,13.46,25.62
Centre-Val de Loire,83471.0,18.14,10.68,25.6
Bourgogne-Franche-Comté,103523.0,16.57,8.78,24.35
Normandie,117065.0,17.48,10.7,24.26
Hauts-de-France,221739.0,17.38,11.32,23.44
Grand Est,202999.0,15.76,7.71,23.8
Pays de la Loire,125934.0,21.22,15.0,27.45
Bretagne,97622.0,18.65,11.28,26.02
Nouvelle-Aquitaine,184983.0,19.8,12.49,27.11
Occitanie,160322.0,19.84,12.73,26.95
Auvergne-Rhône-Alpes,292464.0,16.55,8.25,24.86
Provence-Alpes-Côte d'Azur,173079.0,20.38,15.85,24.9
Île-de-France,339073.0,13.94,7.34,20.54
Centre-Val de Loire,91992.0,15.06,10.47,19.65
Bourgogne-Franche-Comté,112219.0,14.64,9.87,19.42
Normandie,136391.0,12.44,6.16,18.72
Hauts-de-France,258323.0,12.33,6.7,17.96
Grand Est,228045.0,12.49,6.68,18.3
Pays de la Loire,134621.0,15.58,11.25,19.9
Bretagne,118128.0,13.75,9.9,17.6
Nouvelle-Aquitaine,209342.0,15.02,6.99,23.05
Occitanie,171090.0,17.02,8.69,25.35
Auvergne-Rhône-Alpes,323129.0,15.16,8.9,21.43
Provence-Alpes-Côte d'Azur,188310.0,17.16,10.0,24.32
Île-de-France,331604.0,18.28,14.26,22.3
Centre-Val de Loire,79356.0,16.99,12.48,21.5
Bourgogne-Franche-Comté,101849.0,16.93,10.32,23.55
Normandie,132981.0,16.98,13.96,20.0
Hauts-de-France,242738.0,16.28,12.22,20.34
Grand Est,218374.0,15.61,9.7,21.51
Pays de la Loire,125365.0,17.72,14.2,21.25
Bretagne,99007.0,17.49,14.78,20.2
Nouvelle-Aquitaine,196432.0,16.7,11.48,21.92
Occitanie,169635.0,19.89,13.98,25.79
Auvergne-Rhône-Alpes,312635.0,17.33,11.1,23.55
Provence-Alpes-Côte d'Azur,198256.0,22.03,16.62,27.45
Île-de-France,343026.0,22.24,18.62,25.86
Centre-Val de Loire,92834.0,21.77,16.55,26.98
Bourgogne-Franche-Comté,107858.0,22.98,16.9,29.07
Normandie,135139.0,18.66,15.52,21.8
Hauts-de-France,248429.0,19.64,14.64,24.64
Grand Est,239438.0,22.49,17.51,27.46
Pays de la Loire,132853.0,21.68,18.5,24.85
Bretagne,102321.0,16.64,13.75,19.53
Nouvelle-Aquitaine,208145.0,21.15,17.47,24.83
Occitanie,185523.0,23.09,16.48,29.7
Auvergne-Rhône-Alpes,337080.0,23.23,16.12,30.35
Provence-Alpes-Côte d'Azur,217553.0,25.12,19.25,30.98
Île-de-France,334715.0,21.26,13.98,28.54
Centre-Val de Loire,90787.0,21.37,13.03,29.7
Bourgogne-Franche-Comté,106888.0,21.01,13.58,28.43
Normandie,130462.0,18.74,12.02,25.46
Hauts-de-France,242658.0,18.96,12.6,25.32
Grand Est,232802.0,19.71,11.96,27.46
Pays de la Loire,134759.0,23.8,17.05,30.55
Bretagne,103464.0,21.26,14.95,27.58
Nouvelle-Aquitaine,212619.0,23.44,17.69,29.18
Occitanie,184556.0,23.58,16.24,30.92
Auvergne-Rhône-Alpes,335793.0,20.58,12.67,28.48
Provence-Alpes-Côte d'Azur,197586.0,22.52,16.25,28.78
Île-de-France,356829.0,25.67,19.64,31.7
Centre-Val de Loire,95570.0,28.22,20.43,36.0
Bourgogne-Franche-Comté,111351.0,28.11,19.28,36.93
Normandie,132574.0,22.04,16.52,27.56
Hauts-de-France,241276.0,20.91,15.68,26.14
Grand Est,244922.0,26.77,19.99,33.55
Pays de la Loire,140599.0,30.17,22.9,37.45
Bretagne,108739.0,24.68,18.1,31.25
Nouvelle-Aquitaine,229865.0,28.78,20.38,37.18
Occitanie,203568.0,29.03,20.54,37.53
Auvergne-Rhône-Alpes,351623.0,28.2,18.41,37.98
Provence-Alpes-Côte d'Azur,230229.0,29.62,22.08,37.15
Île-de-France,280607.0,20.31,17.58,23.04
Centre-Val de Loire,73670.0,20.37,16.08,24.65
Bourgogne-Franche-Comté,82940.0,22.82,17.73,27.92
Normandie,107147.0,18.66,14.98,22.34
Hauts-de-France,208806.0,19.62,16.22,23.02
Grand Est,187839.0,22.02,16.86,27.19
Pays de la Loire,103905.0,19.02,15.25,22.8
Bretagne,85750.0,16.92,14.58,19.27
Nouvelle-Aquitaine,175841.0,20.56,16.01,25.1
Occitanie,160566.0,22.55,16.88,28.22
Auvergne-Rhône-Alpes,270782.0,23.27,17.15,29.39
Provence-Alpes-Côte d'Azur,182621.0,23.15,17.3,29.0
Île-de-France,259994.0,20.07,16.76,23.38
Centre-Val de Loire,73680.0,18.74,16.08,21.4
Bourgogne-Franche-Comté,80551.0,20.03,15.13,24.92
Normandie,108761.0,17.73,15.4,20.06
Hauts-de-France,205049.0,18.91,16.0,21.82
Grand Est,178735.0,19.32,14.7,23.94
Pays de la Loire,93087.0,18.2,15.45,20.95
Bretagne,83933.0,16.2,12.38,20.02
Nouvelle-Aquitaine,165817.0,17.2,15.51,18.88
Occitanie,152644.0,20.81,17.05,24.57
Auvergne-Rhône-Alpes,256811.0,21.59,15.44,27.75
Provence-Alpes-Côte d'Azur,184904.0,22.76,16.45,29.07
Île-de-France,311279.0,19.54,13.38,25.7
Centre-Val de Loire,86924.0,18.63,11.52,25.75
Bourgogne-Franche-Comté,101078.0,19.78,13.23,26.33
Normandie,129461.0,16.9,12.02,21.78
Hauts-de-France,240049.0,16.67,12.14,21.2
Grand Est,218400.0,19.74,14.13,25.34
Pays de la Loire,127814.0,18.12,12.8,23.45
Bretagne,101691.0,18.38,14.35,22.4
Nouvelle-Aquitaine,215546.0,21.3,16.18,26.42
Occitanie,190455.0,23.42,18.41,28.43
Auvergne-Rhône-Alpes,326354.0,21.34,15.23,27.45
Provence-Alpes-Côte d'Azur,216679.0,25.79,20.57,31.02
Île-de-France,303803.0,19.37,16.66,22.08
Centre-Val de Loire,84598.0,20.12,16.5,23.75
Bourgogne-Franche-Comté,103819.0,20.05,16.53,23.57
Normandie,129662.0,17.78,14.36,21.2
Hauts-de-France,240283.0,18.05,15.2,20.9
Grand Est,222948.0,19.08,16.08,22.08
Pays de la Loire,127892.0,19.7,16.6,22.8
Bretagne,102887.0,17.23,13.52,20.92
Nouvelle-Aquitaine,211447.0,20.27,15.67,24.87
Occitanie,186095.0,22.82,15.96,29.67
Auvergne-Rhône-Alpes,326962.0,21.5,15.68,27.32
Provence-Alpes-Côte d'Azur,214316.0,24.55,18.75,30.35
Île-de-France,333060.0,28.26,20.04,36.48
Centre-Val de Loire,92420.0,25.79,18.05,33.53
Bourgogne-Franche-Comté,100152.0,26.26,17.3,35.22
Normandie,125473.0,23.03,16.7,29.36
Hauts-de-France,243756.0,26.15,19.48,32.82
Grand Est,231527.0,26.22,17.29,35.16
Pays de la Loire,129726.0,22.5,17.35,27.65
Bretagne,101524.0,19.67,15.3,24.05
Nouvelle-Aquitaine,220288.0,23.55,18.95,28.15
Occitanie,204357.0,26.19,20.56,31.82
Auvergne-Rhône-Alpes,340311.0,26.2,17.7,34.69
Provence-Alpes-Côte d'Azur,218499.0,25.6,19.08,32.12
Île-de-France,276386.0,19.45,16.02,22.88
Centre-Val de Loire,76437.0,20.54,16.77,24.32
Bourgogne-Franche-Comté,87325.0,20.65,18.32,22.98
Normandie,110356.0,18.94,15.46,22.42
Hauts-de-France,209078.0,17.31,16.04,18.58
Grand Est,196038.0,20.0,17.82,22.18
Pays de la Loire,103921.0,20.42,16.05,24.8
Bretagne,86589.0,18.02,13.25,22.8
Nouvelle-Aquitaine,179394.0,18.9,16.88,20.92
Occitanie,166090.0,19.91,17.79,22.03
Auvergne-Rhône-Alpes,278998.0,20.9,17.12,24.68
Provence-Alpes-Côte d'Azur,200764.0,23.88,19.67,28.08
Île-de-France,291122.0,23.31,14.78,31.84
Centre-Val de Loire,85503.0,22.4,12.38,32.42
Bourgogne-Franche-Comté,94576.0,23.93,13.95,33.92
Normandie,115157.0,20.04,13.0,27.08
Hauts-de-France,223373.0,21.16,14.0,28.32
Grand Est,204622.0,22.66,12.28,33.05
Pays de la Loire,124284.0,19.82,11.8,27.85
Bretagne,99663.0,18.31,13.88,22.75
Nouvelle-Aquitaine,215948.0,23.18,14.55,31.8
Occitanie,197638.0,25.92,17.1,34.75
Auvergne-Rhône-Alpes,304614.0,25.12,14.58,35.65
Provence-Alpes-Côte d'Azur,208716.0,25.22,18.9,31.55
Île-de-France,284161.0,18.15,16.68,19.62
Centre-Val de Loire,87954.0,18.5,15.88,21.12
Bourgogne-Franche-Comté,98602.0,19.08,14.07,24.1
Normandie,120981.0,18.14,15.68,20.6
Hauts-de-France,227042.0,17.64,14.9,20.38
Grand Est,210664.0,19.0,14.84,23.16
Pays de la Loire,124929.0,19.28,16.4,22.15
Bretagne,104734.0,18.46,15.77,21.15
Nouvelle-Aquitaine,207914.0,18.88,15.1,22.66
Occitanie,191365.0,21.64,14.76,28.52
Auvergne-Rhône-Alpes,314418.0,20.47,13.7,27.24
Provence-Alpes-Côte d'Azur,221389.0,24.62,19.25,30.0
Île-de-France,300888.0,26.67,19.14,34.2
Centre-Val de Loire,76912.0,25.52,15.98,35.05
Bourgogne-Franche-Comté,94205.0,25.31,16.47,34.15
Normandie,118590.0,23.71,15.56,31.86
Hauts-de-France,217445.0,25.24,17.86,32.62
Grand Est,206213.0,26.13,17.13,35.13
Pays de la Loire,109992.0,25.5,17.3,33.7
Bretagne,85879.0,21.25,14.58,27.92
Nouvelle-Aquitaine,204163.0,26.88,18.22,35.54
Occitanie,175612.0,24.81,17.05,32.58
Auvergne-Rhône-Alpes,287720.0,25.57,17.35,33.8
Provence-Alpes-Côte d'Azur,198314.0,25.28,19.02,31.55
Île-de-France,266039.0,22.65,17.3,28.0
Centre-Val de Loire,70133.0,24.41,16.98,31.83
Bourgogne-Franche-Comté,80628.0,24.79,17.43,32.15
Normandie,109239.0,20.86,15.18,26.54
Hauts-de-France,204137.0,20.77,15.42,26.12
Grand Est,172337.0,22.9,16.35,29.45
Pays de la Loire,99300.0,25.48,19.1,31.85
Bretagne,78289.0,21.12,15.45,26.8
Nouvelle-Aquitaine,182166.0,25.79,18.56,33.03
Occitanie,163047.0,26.79,20.33,33.25
Auvergne-Rhône-Alpes,270190.0,25.89,18.63,33.15
Provence-Alpes-Côte d'Azur,189277.0,24.99,17.95,32.03
Île-de-France,298073.0,20.2,16.58,23.82
Centre-Val de Loire,82327.0,20.75,15.97,25.53
Bourgogne-Franche-Comté,98920.0,17.95,10.4,25.5
Normandie,125159.0,17.59,15.34,19.84
Hauts-de-France,231969.0,17.34,15.22,19.46
Grand Est,213209.0,18.75,14.45,23.05
Pays de la Loire,123624.0,21.25,17.65,24.85
Bretagne,99376.0,17.91,14.85,20.98
Nouvelle-Aquitaine,204553.0,21.02,14.88,27.17
Occitanie,175485.0,21.57,13.28,29.85
Auvergne-Rhône-Alpes,304839.0,18.58,9.27,27.89
Provence-Alpes-Côte d'Azur,187699.0,20.96,13.45,28.47
Île-de-France,305944.0,25.75,18.28,33.22
Centre-Val de Loire,101466.0,24.21,16.67,31.75
Bourgogne-Franche-Comté,102648.0,22.68,14.9,30.45
Normandie,126779.0,23.46,15.44,31.48
Hauts-de-France,240786.0,24.72,17.22,32.22
Grand Est,222061.0,23.33,14.08,32.58
Pays de la Loire,131465.0,24.3,17.25,31.35
Bretagne,105450.0,20.27,15.9,24.65
Nouvelle-Aquitaine,212385.0,23.56,19.45,27.68
Occitanie,187232.0,23.89,19.62,28.15
Auvergne-Rhône-Alpes,315095.0,22.77,16.79,28.75
Provence-Alpes-Côte d'Azur,212062.0,24.54,19.27,29.82
Île-de-France,291899.0,19.43,12.44,26.42
Centre-Val de Loire,84147.0,19.08,10.53,27.63
Bourgogne-Franche-Comté,99194.0,19.43,10.78,28.08
Normandie,122058.0,16.77,10.42,23.12
Hauts-de-France,230255.0,17.22,11.24,23.2
Grand Est,209720.0,17.64,9.29,26.0
Pays de la Loire,126405.0,17.95,11.7,24.2
Bretagne,105225.0,17.74,13.18,22.3
Nouvelle-Aquitaine,208583.0,21.27,14.65,27.89
Occitanie,189377.0,24.68,17.45,31.9
Auvergne-Rhône-Alpes,303227.0,21.16,12.37,29.95
